Wavelength,mV_136,mV_118,mV_96,mV_93,mV_80,mV_70,mV_64,mV_60,mV_60,mV_50,mV_50,mV_43,mV_40,mV_31,mV_25,mV_25,mV_18,mV_0,mV_-2,mV_-5,mV_-9,mV_-11,mV_-15,mV_-22,mV_-22,mV_-26,mV_-33,mV_-33,mV_-34,mV_-41,mV_-48,mV_-49,mV_-49,mV_-56,mV_-57,mV_-58,mV_-65,mV_-71,mV_-75,mV_-76,mV_-83,mV_-90,mV_-92,mV_-101,mV_-110,mV_-119,mV_-126,mV_-133,mV_-140,mV_-145,mV_-146,mV_-147,mV_-150,mV_-156,mV_-157,mV_-161,mV_-167,mV_-168,mV_-174,mV_-176,mV_-195,mV_-197,mV_-200,mV_-207,mV_-215,mV_-217,mV_-222,mV_-228,mV_-230,mV_-236,mV_-238,mV_-240,mV_-248,mV_-248,mV_-250,mV_-256,mV_-258,mV_-259,mV_-261,mV_-269,mV_-271,mV_-274,mV_-282,mV_-282,mV_-288,mV_-290,mV_-297,mV_-297,mV_-304
575.9266968,0.076742604,0.076297812,0.078788422,0.077709496,0.077949613,0.073628612,0.075307027,0.075436078,0.070780762,0.071291134,0.071310259,0.076691486,0.072745614,0.072447822,0.06909392,0.070493028,0.07446295,0.069677733,0.071734637,0.070737682,0.071906894,0.070324257,0.070710264,0.067951046,0.07233531,0.069951184,0.070801027,0.06968575,0.069887355,0.068989471,0.070556216,0.06818904,0.071775191,0.070516899,0.070330225,0.070226938,0.069378905,0.07058347,0.068974875,0.068498679,0.0700524,0.068962373,0.068477891,0.069646157,0.067528769,0.067083158,0.068753585,0.067274131,0.066392936,0.066390097,0.056078799,0.058611818,0.066472627,0.057816874,0.066155411,0.065474451,0.056708157,0.064265683,0.056473721,0.064138375,0.054644264,0.060448077,0.058449853,0.057027869,0.054807957,0.056185555,0.055622417,0.057349503,0.055142056,0.050657615,0.055879589,0.053820968,0.050363891,0.05587114,0.056747627,0.056043014,0.056922916,0.051047724,0.056031913,0.055481091,0.058291737,0.051098414,0.057403594,0.057966299,0.051119119,0.051626995,0.052974872,0.06078035,0.053250615
575.0348511,0.078081772,0.07762675,0.07999827,0.079119943,0.079320908,0.074391946,0.076608226,0.077097237,0.072415069,0.072381429,0.072813839,0.077989355,0.073586598,0.074279919,0.069892861,0.071645364,0.074492909,0.071021833,0.073185369,0.073365949,0.073192015,0.071893357,0.071788356,0.068872876,0.072913885,0.071258888,0.072029069,0.070581913,0.070319235,0.070636921,0.071946792,0.070108034,0.072566666,0.072402678,0.071275577,0.071501598,0.071041957,0.071555987,0.070347421,0.069348633,0.07143794,0.070491657,0.069654085,0.070375055,0.068332531,0.068060972,0.069767483,0.068710618,0.067741722,0.067780629,0.057863217,0.060316384,0.067547493,0.059036303,0.067811251,0.066321723,0.058723848,0.065805294,0.058136251,0.06495969,0.056375239,0.062323984,0.059543703,0.058913816,0.056934662,0.058073845,0.057515047,0.058990695,0.055524684,0.052954841,0.057469543,0.055169333,0.05207555,0.057672795,0.057444133,0.058220632,0.058772154,0.052782312,0.057929736,0.0562842,0.060121972,0.052964784,0.05943336,0.059705868,0.053017687,0.053382933,0.055112552,0.06274613,0.05500894
573.9941406,0.080135196,0.079678208,0.082037784,0.081385367,0.081351213,0.075594522,0.078738675,0.079021655,0.074286982,0.074444823,0.07470534,0.07995604,0.075213999,0.07622873,0.071705386,0.073163554,0.075395301,0.072592273,0.075131111,0.076045595,0.074436404,0.073940255,0.073938534,0.070281804,0.07380981,0.073240489,0.074155077,0.072599553,0.071590081,0.071879953,0.074000321,0.071857713,0.074147247,0.073982053,0.072792776,0.072889395,0.072663687,0.073291019,0.072103046,0.071211919,0.073202312,0.072192967,0.071588069,0.072298773,0.070297018,0.069884039,0.07183215,0.070450254,0.069580764,0.069449522,0.060407586,0.062735155,0.069704659,0.060972977,0.069930866,0.068568759,0.061552137,0.067897864,0.062112331,0.067352682,0.059381064,0.064510755,0.062084854,0.061787631,0.059876326,0.060997732,0.060498599,0.06177241,0.058344346,0.056493033,0.061006937,0.058384258,0.055273984,0.061058328,0.059604391,0.061139908,0.062157191,0.055948664,0.061132908,0.059014179,0.063155875,0.056524638,0.062977456,0.062200684,0.056377538,0.05670571,0.058233894,0.065158658,0.058609743
572.953186,0.081741497,0.081272207,0.083623849,0.083088383,0.083053656,0.076582134,0.080255724,0.080818258,0.075759344,0.075898051,0.076730557,0.081519105,0.076363578,0.077750579,0.073275179,0.074353911,0.075993605,0.073815517,0.076444194,0.078100145,0.075631365,0.075916581,0.074675545,0.071586818,0.074584529,0.075090952,0.075616546,0.07417728,0.07272324,0.073286057,0.075359985,0.073063634,0.0753299,0.075692564,0.073470294,0.073937766,0.074255869,0.074639119,0.074046299,0.072602548,0.074438185,0.073415883,0.072953261,0.07441514,0.071839266,0.071390003,0.073155165,0.072232127,0.071456373,0.071290396,0.0633412,0.065520294,0.071531355,0.06269493,0.071809061,0.070302621,0.064149179,0.069856308,0.066417515,0.069634728,0.06220131,0.066808246,0.064253286,0.064484298,0.062380519,0.063932441,0.063423693,0.064729892,0.060946494,0.060063347,0.064118333,0.06097959,0.058556627,0.064326197,0.061930545,0.06466151,0.066140249,0.059414838,0.064463615,0.061800104,0.066839918,0.059667826,0.066422671,0.0652541,0.059881378,0.060513563,0.061900515,0.068036266,0.061827891
572.0606689,0.08331164,0.083381519,0.085310951,0.084255062,0.08435335,0.078051716,0.081574671,0.082235917,0.076378115,0.076814398,0.077418648,0.082784735,0.077922598,0.079291761,0.074684091,0.075395517,0.076729573,0.074579336,0.07823474,0.079565644,0.076671876,0.077238597,0.07603249,0.072487585,0.075425789,0.076705478,0.077130906,0.075312257,0.073924787,0.073954925,0.076459259,0.075201869,0.076589793,0.07728833,0.074729286,0.074976653,0.075574189,0.075895034,0.075256966,0.074190579,0.075895429,0.07505621,0.07396128,0.075240627,0.073480599,0.072663382,0.07507474,0.073706299,0.073093563,0.073151119,0.065715939,0.067754,0.073158897,0.064154431,0.073640049,0.072524473,0.066618331,0.071608827,0.0695104,0.071412586,0.064893618,0.069164068,0.066960312,0.06750872,0.064846337,0.067099236,0.066037863,0.067390718,0.063909374,0.064041622,0.067408249,0.063884966,0.062264405,0.067544043,0.064945079,0.068084836,0.069890641,0.062409628,0.067820847,0.065292731,0.070067696,0.063810542,0.069925755,0.068507738,0.063720062,0.06376908,0.06528388,0.070298932,0.065625332
571.019165,0.085332341,0.085340917,0.087355815,0.086228989,0.086378574,0.080064066,0.083724469,0.084261291,0.077622138,0.078182824,0.079332434,0.084713563,0.079971723,0.081737839,0.076173231,0.077037081,0.078462213,0.076507539,0.080215216,0.080325857,0.078604706,0.079310529,0.076819062,0.074263148,0.076811962,0.078255847,0.079434559,0.077232011,0.075445838,0.075143576,0.078358799,0.076598622,0.078058437,0.078888245,0.076271273,0.076475747,0.077706367,0.07771299,0.077204742,0.076012008,0.077685997,0.076975606,0.075542986,0.077119745,0.075458467,0.075036429,0.076966181,0.076268837,0.075456925,0.075572617,0.069474496,0.072082482,0.075793922,0.068587825,0.076489881,0.075089782,0.07095319,0.074624792,0.072977513,0.075083479,0.069776297,0.073313393,0.071486123,0.072250225,0.06969925,0.072198927,0.07090421,0.072706036,0.068376616,0.069207653,0.073188186,0.069278546,0.06811896,0.073526129,0.069940478,0.073937096,0.075041689,0.068517953,0.07386829,0.072768539,0.07609161,0.069310881,0.076089419,0.073774956,0.070003033,0.070085399,0.071467601,0.076081894,0.071784779
569.977417,0.08727593,0.087478898,0.089457422,0.087891437,0.0881975,0.082067303,0.085587397,0.086005621,0.078813627,0.07941296,0.079943843,0.086284816,0.081518859,0.083524629,0.077333175,0.078515992,0.079943188,0.077532791,0.081853747,0.080999672,0.081064872,0.081175327,0.078347482,0.076006427,0.078525044,0.080405034,0.081080973,0.078728996,0.077435941,0.076596215,0.080350801,0.078031175,0.079514384,0.080441199,0.0779633,0.077591471,0.079372495,0.079401612,0.0788275,0.078066185,0.078807294,0.078755617,0.077318668,0.078790255,0.077128954,0.07727769,0.079249106,0.078182049,0.078214809,0.078530505,0.075319529,0.077460788,0.078821912,0.074165858,0.080175951,0.07848417,0.076514795,0.078014076,0.07740058,0.079001874,0.076915346,0.07852973,0.077860005,0.078321844,0.076300219,0.079228044,0.077197969,0.079472326,0.075149857,0.077140614,0.08035554,0.075684458,0.075301699,0.080543488,0.076833986,0.081909202,0.08120738,0.076425366,0.082280934,0.081932835,0.084565878,0.077846259,0.084451973,0.081343845,0.078280956,0.077640094,0.079540648,0.082605302,0.080186129
568.9354248,0.088934064,0.089225098,0.091354199,0.089594692,0.090029716,0.083963603,0.087391771,0.087593436,0.080340244,0.080961868,0.080908597,0.087899707,0.083156221,0.08545839,0.078205228,0.080149733,0.08108294,0.078968652,0.083600156,0.082185522,0.084162742,0.082721658,0.079600342,0.078037344,0.079313919,0.08204332,0.082985371,0.079847299,0.079249196,0.077860534,0.082010522,0.079098046,0.080977775,0.082468621,0.079190232,0.079582281,0.081608966,0.081026562,0.080450609,0.080921389,0.080942437,0.080530033,0.079172127,0.080888078,0.079361022,0.079480529,0.081639051,0.081438005,0.081235714,0.081663884,0.081290901,0.083438858,0.08203169,0.081051178,0.084036127,0.082254499,0.082927905,0.081930175,0.082867213,0.083907291,0.084598772,0.084814221,0.085348189,0.085979111,0.083133332,0.086849749,0.083991587,0.087999962,0.083062686,0.085920267,0.089607865,0.083630912,0.085073628,0.090812795,0.084700912,0.091341071,0.088551551,0.085991673,0.091363877,0.089228347,0.09467157,0.087546028,0.093960084,0.089884289,0.087598667,0.087702431,0.090086415,0.090991028,0.090304658
568.0419922,0.090325758,0.090504333,0.093254067,0.091071792,0.091272421,0.088010237,0.08859583,0.089035101,0.081699066,0.082285218,0.081038885,0.089082897,0.08506418,0.087055147,0.08135505,0.081830844,0.081076726,0.080340058,0.085260361,0.082909293,0.081604093,0.083724029,0.081100941,0.079889454,0.080673516,0.083915614,0.08451505,0.080233209,0.080990285,0.078958184,0.083441585,0.080619,0.081920266,0.08416824,0.081099913,0.082720749,0.083147347,0.08274518,0.082378432,0.082030848,0.082110994,0.082483552,0.080433071,0.082752004,0.081195019,0.081619367,0.084121391,0.084163085,0.083963543,0.084636517,0.089289196,0.089432389,0.085563727,0.087814584,0.088231534,0.08610525,0.089650311,0.085515998,0.08770363,0.088144287,0.092478462,0.090910085,0.09170527,0.093500301,0.089762077,0.095612407,0.092492461,0.097332381,0.089648142,0.096953236,0.099203885,0.091093853,0.094986707,0.100160509,0.091752335,0.100946046,0.096354686,0.095445327,0.101552859,0.092569977,0.104573295,0.097779542,0.104256362,0.103541501,0.098086044,0.09841799,0.100035109,0.100972302,0.100857124
566.9995117,0.09170869,0.091777146,0.094856866,0.092334352,0.092667215,0.090211868,0.08982905,0.090104632,0.083465271,0.083465554,0.08193174,0.090463273,0.085810333,0.088400081,0.082335308,0.082536705,0.082386285,0.081720032,0.086245343,0.084936582,0.082280993,0.084947132,0.082390413,0.080893941,0.081800804,0.085190371,0.08595062,0.081359826,0.082661629,0.080765322,0.085001908,0.081688508,0.08315064,0.085358053,0.082534142,0.084362559,0.084555902,0.084053375,0.08368583,0.084408209,0.083048016,0.084258743,0.082050547,0.084260844,0.083238892,0.08410389,0.087078936,0.087059036,0.087296627,0.08816693,0.097782239,0.097081758,0.089151137,0.096416093,0.092300773,0.090303957,0.09860044,0.089875244,0.096498549,0.093441293,0.103022367,0.098201789,0.10138426,0.103346348,0.099006027,0.105432957,0.101340748,0.107870966,0.09878096,0.108092301,0.110285036,0.100286596,0.107028067,0.111647278,0.101406723,0.113248922,0.104664497,0.106998362,0.113911346,0.101993755,0.116670989,0.109819911,0.117051885,0.11410477,0.110690095,0.110820346,0.112260386,0.110636525,0.113587588
565.956665,0.09309677,0.093131162,0.096600361,0.093573824,0.093481869,0.090067811,0.090817772,0.091376975,0.084076494,0.084888332,0.082755201,0.091548152,0.086305626,0.0896772,0.083467782,0.083114684,0.083434463,0.082538396,0.087518699,0.086151361,0.082928091,0.086389817,0.083661199,0.081899136,0.083025262,0.086763158,0.087034173,0.082470506,0.08371973,0.081919514,0.086025596,0.082971551,0.084145486,0.086759813,0.083769269,0.08662495,0.086102627,0.085534878,0.085108988,0.086114652,0.084822372,0.085948132,0.084186777,0.086295486,0.085583016,0.086534739,0.089820206,0.090531372,0.090806536,0.091970332,0.1056998,0.105243646,0.093038239,0.105038896,0.097287908,0.094982773,0.108168736,0.094756208,0.105335355,0.099265791,0.114043906,0.106373608,0.109984241,0.113355845,0.108815596,0.116304874,0.111637838,0.11941427,0.108356431,0.120801561,0.12381608,0.11098101,0.11969626,0.124674849,0.111995146,0.125863507,0.114584982,0.119744718,0.126958907,0.113024987,0.129611209,0.122888789,0.129970014,0.125414193,0.124716245,0.123991378,0.126269728,0.121188633,0.126854479
565.0626831,0.094138429,0.09397731,0.098012403,0.094360359,0.094380401,0.089174464,0.092109293,0.092120111,0.084811859,0.085949704,0.083787069,0.0925842,0.086071923,0.090555735,0.084345996,0.083795831,0.084417865,0.083579727,0.088525176,0.088212632,0.08347176,0.087536529,0.084676221,0.082591929,0.084172636,0.087844916,0.088205934,0.083548188,0.084492065,0.083134554,0.087382786,0.08380305,0.085392714,0.08788535,0.085197389,0.088043235,0.087526269,0.086176492,0.086229153,0.088444822,0.085709289,0.08727403,0.085338175,0.08822833,0.087230325,0.089277655,0.092506774,0.092708878,0.093839712,0.095169269,0.114003144,0.113028444,0.096470132,0.112754576,0.101406917,0.099465922,0.116840273,0.099204831,0.113665,0.104135044,0.12480256,0.113983288,0.119172178,0.123010173,0.120295204,0.12689206,0.121314921,0.1301478,0.118937329,0.133080542,0.134992704,0.119997643,0.132102579,0.136939406,0.122050442,0.139371231,0.12392588,0.131576359,0.138957024,0.124273151,0.142738536,0.136307791,0.143599078,0.136895478,0.137827382,0.13740553,0.139570192,0.13159363,0.138966501
564.0193481,0.094847851,0.095040798,0.098283,0.095454037,0.09491954,0.089199163,0.093075991,0.093051329,0.085795291,0.086910143,0.085086353,0.09341491,0.085995868,0.091498233,0.085126311,0.084240951,0.086377278,0.084355079,0.089465849,0.090220504,0.084541656,0.088637263,0.085946172,0.08385928,0.085108295,0.089175865,0.089294158,0.084322043,0.086206384,0.083637342,0.088774651,0.085604519,0.086968705,0.089043938,0.086293146,0.089975104,0.088896044,0.087822951,0.087883666,0.090761617,0.087090798,0.088714764,0.086616732,0.090090141,0.090109728,0.091857158,0.095638312,0.096949451,0.098546654,0.09953858,0.124674812,0.123457618,0.101617687,0.124344215,0.106541805,0.105351254,0.128445432,0.105107345,0.123558313,0.111292057,0.138963938,0.124496073,0.131400526,0.135989964,0.132447347,0.141483888,0.134969741,0.145698205,0.133096233,0.148505285,0.151348785,0.133985683,0.147693753,0.153047428,0.138708741,0.155582562,0.138452128,0.148523107,0.156032369,0.138169274,0.160939112,0.152997911,0.161613911,0.150626525,0.154985815,0.154728785,0.157868221,0.14596881,0.157262027
562.9758301,0.095848747,0.0954234,0.097459883,0.096155472,0.095469221,0.088636369,0.094010063,0.093705527,0.086306535,0.087446891,0.085838474,0.093516961,0.085842475,0.092208445,0.086021431,0.085165836,0.08757586,0.085386693,0.090627708,0.09220729,0.084945589,0.089259595,0.086618662,0.084726714,0.086278848,0.089775354,0.090193421,0.084882192,0.086865716,0.084176846,0.089633092,0.086715683,0.087701827,0.090198614,0.087477379,0.090494357,0.090036564,0.088682979,0.089033164,0.092429779,0.088473827,0.090021439,0.087774031,0.09138643,0.091735289,0.094477244,0.097862259,0.099586599,0.101330973,0.103372492,0.133083597,0.131742954,0.105338387,0.133093551,0.110896088,0.110149108,0.137030959,0.109341502,0.130678594,0.116469681,0.149527773,0.132870153,0.140794754,0.146451995,0.142830849,0.153327957,0.145802125,0.15805155,0.143191278,0.161292106,0.163296327,0.14486374,0.16112642,0.166897446,0.156271204,0.169556469,0.149131179,0.161105216,0.171193704,0.149424091,0.174805075,0.167058855,0.174892813,0.16007793,0.169629231,0.168673888,0.171421364,0.156391263,0.171680152
561.9320068,0.096296944,0.095882744,0.096863061,0.096505985,0.095810376,0.0884948,0.094609156,0.09411142,0.086286932,0.087897301,0.086306289,0.093699068,0.086451314,0.093014926,0.086281873,0.085291922,0.087572187,0.085566469,0.091370396,0.092773035,0.084832594,0.089855224,0.08740437,0.085339971,0.087617353,0.090969354,0.090837359,0.085480131,0.087062135,0.08500348,0.090437956,0.087125435,0.089032337,0.090721771,0.088551901,0.090331972,0.091317877,0.089529537,0.090325281,0.094546847,0.089240901,0.091661401,0.089076824,0.093011044,0.093077756,0.096436195,0.100502424,0.102151416,0.104135402,0.106010884,0.13937369,0.138149127,0.108449295,0.140786097,0.114190079,0.113432914,0.143609673,0.112874739,0.136940613,0.120680861,0.158265561,0.139540166,0.14863354,0.154716924,0.150078416,0.161125734,0.153692812,0.168130294,0.151661292,0.170697555,0.172927052,0.153268352,0.171470836,0.177695125,0.168821111,0.1794184,0.157390222,0.170705378,0.1812547,0.15820016,0.185362697,0.177781761,0.186334103,0.164819926,0.18032229,0.179760426,0.18228513,0.165302888,0.183144957
561.0370483,0.096527159,0.095899947,0.09683203,0.096629329,0.095984019,0.089182727,0.094990924,0.094394006,0.086857021,0.088388532,0.086734936,0.093938775,0.086715907,0.09366098,0.08640115,0.085829012,0.087667331,0.08671695,0.091732219,0.093111783,0.084839553,0.090623021,0.088009,0.085350804,0.087834485,0.091236137,0.091455348,0.085571982,0.087257542,0.085848942,0.091084242,0.087097853,0.089250661,0.091483377,0.088902868,0.089868627,0.091418542,0.089773856,0.091072299,0.095289722,0.089850955,0.091840245,0.089663416,0.093743622,0.093706585,0.09741576,0.10149128,0.103468306,0.105144672,0.107577711,0.14274548,0.142033741,0.110274158,0.144529149,0.11640358,0.116040595,0.146321923,0.11510852,0.13913323,0.122762255,0.162948221,0.142238528,0.152355865,0.159021378,0.154121801,0.165739894,0.158482596,0.172917381,0.155670866,0.176263452,0.178017929,0.157021537,0.176702336,0.18329677,0.171290934,0.185189143,0.161952123,0.176408514,0.186895698,0.162869379,0.190671206,0.183531925,0.191974849,0.168261647,0.186253578,0.185087383,0.18823348,0.169267327,0.188942134
559.9927368,0.096608214,0.096184671,0.097110152,0.097127922,0.096434712,0.089882955,0.095394023,0.094678395,0.087470822,0.088486485,0.087427296,0.09411978,0.086663634,0.094257019,0.086879283,0.086086467,0.087497391,0.086934395,0.09214472,0.093155123,0.084639758,0.090654314,0.088175684,0.085757822,0.088518254,0.092195131,0.091515429,0.086124159,0.087288871,0.086053647,0.091475256,0.087254405,0.090129957,0.091807432,0.089701004,0.090037711,0.092149138,0.090161398,0.090836689,0.096073598,0.090258136,0.092435062,0.090437733,0.094288729,0.094671182,0.097928807,0.102055438,0.104469471,0.106458344,0.108378358,0.145000354,0.143671289,0.11136511,0.146475777,0.117201619,0.116689444,0.147622496,0.116079889,0.141353458,0.1240789,0.165057063,0.144719437,0.154323623,0.161421865,0.156682208,0.168688551,0.160686031,0.175391525,0.157859534,0.178700998,0.180691168,0.159019172,0.179377466,0.185241848,0.172316447,0.188334167,0.164360672,0.178916678,0.19019407,0.165531799,0.193866223,0.185913384,0.194987565,0.168793619,0.189141527,0.187928364,0.191121131,0.172102973,0.191671565
558.9481812,0.096745178,0.096271671,0.097124428,0.097257927,0.096547201,0.09068273,0.095347725,0.094955809,0.087828912,0.088320225,0.088296466,0.094411895,0.086620934,0.094595864,0.087816678,0.086406901,0.087584123,0.087315299,0.092325456,0.093123138,0.084926292,0.091055505,0.087913841,0.086247332,0.089011557,0.0921437,0.092299841,0.085603163,0.087250419,0.085710898,0.091438062,0.087324351,0.090306379,0.091797486,0.090742759,0.090368561,0.092445508,0.090578884,0.091508076,0.095974751,0.090913884,0.092408545,0.090372004,0.094494745,0.095089868,0.097934909,0.102373354,0.10410846,0.106235601,0.108139113,0.144138426,0.14311403,0.111621335,0.145380989,0.116844811,0.116614543,0.145920023,0.115548432,0.140492588,0.123671413,0.163929388,0.14405416,0.153664231,0.160717562,0.155539751,0.167879507,0.160098672,0.173980087,0.156820655,0.177469224,0.179666072,0.157920569,0.178220943,0.184532076,0.168780401,0.186910555,0.163085669,0.177619711,0.188905954,0.164271906,0.192227811,0.184648603,0.193049878,0.167348132,0.187682807,0.186489865,0.189601839,0.171547681,0.190172926
558.0526123,0.096730366,0.096523635,0.097635843,0.09786427,0.096737802,0.090978734,0.095363133,0.095599018,0.088720918,0.089484423,0.088977627,0.094675012,0.086939551,0.094835095,0.088896677,0.086560741,0.087538049,0.087917961,0.092851281,0.09339568,0.085474394,0.091615886,0.08822652,0.086781368,0.08969935,0.092669077,0.092249997,0.086486757,0.087848306,0.085721083,0.091538601,0.087513253,0.089941889,0.092183478,0.091239527,0.089772582,0.092582278,0.09133327,0.091736473,0.095834546,0.0906168,0.092369929,0.091066301,0.094562098,0.094742619,0.098005459,0.101980358,0.103744626,0.105552919,0.107570648,0.141036972,0.139788643,0.110875845,0.142277926,0.115345217,0.115579642,0.142469391,0.114979439,0.137293652,0.122001864,0.159193024,0.141259417,0.149878413,0.157081112,0.151837766,0.164230838,0.156551808,0.169656351,0.153197244,0.171929956,0.174632222,0.154547989,0.172764659,0.179824933,0.161381394,0.181440115,0.158891887,0.173030421,0.1837603,0.160850957,0.186880857,0.179428145,0.188077346,0.163087472,0.182357967,0.181012556,0.184276909,0.167154878,0.184922531
557.0075684,0.096794799,0.096985728,0.098263294,0.097786546,0.097063795,0.091136791,0.095790103,0.095787913,0.08880993,0.08940237,0.089307353,0.095196664,0.087620772,0.095215842,0.089409716,0.08736594,0.08729957,0.088428065,0.093103446,0.093541905,0.086176522,0.091761477,0.088392369,0.087295868,0.090223975,0.092938639,0.092383415,0.086513035,0.088202134,0.085926771,0.091919214,0.087130405,0.08927349,0.092217796,0.092354529,0.089532048,0.092519559,0.091355346,0.091768287,0.09519431,0.090946689,0.092442371,0.091050051,0.094352707,0.094576426,0.097114556,0.100954831,0.102542371,0.104301781,0.106168389,0.135311753,0.135115713,0.109180607,0.13698265,0.113292538,0.113231927,0.136938125,0.112644345,0.132678762,0.119134441,0.151924074,0.136765257,0.14380537,0.150917769,0.144959152,0.157406732,0.15020819,0.162277028,0.146056235,0.163982853,0.167052314,0.147315353,0.16477941,0.171267048,0.152031258,0.172880381,0.151518464,0.164592639,0.175347924,0.153449908,0.178347081,0.170202792,0.178584024,0.15573056,0.172939777,0.172247931,0.174874961,0.160264671,0.175881624
555.9622192,0.097169042,0.097143628,0.098794676,0.097897224,0.09753006,0.091355443,0.096257553,0.095854983,0.089673601,0.089185052,0.089856461,0.095719077,0.088093236,0.095534049,0.09069708,0.0895463,0.08806438,0.088732034,0.093664125,0.092898466,0.087391332,0.092164405,0.088875741,0.087525539,0.090963416,0.093581624,0.09233135,0.087253712,0.088627703,0.086713627,0.091973946,0.087155528,0.089397758,0.09222503,0.093121789,0.088959545,0.092684105,0.091878593,0.091885179,0.094281621,0.090580896,0.092023984,0.090604335,0.094489373,0.094064191,0.095768899,0.099977463,0.10110496,0.102982432,0.103876062,0.1287947,0.128598541,0.107126012,0.129859269,0.11008089,0.110111445,0.129632041,0.109663136,0.126778051,0.115005717,0.142945886,0.130543962,0.135500386,0.142543823,0.13650097,0.148128703,0.141476139,0.152184218,0.137305662,0.15297626,0.157276794,0.138892368,0.154442295,0.161464542,0.142322913,0.161849946,0.14190571,0.153582528,0.164007142,0.144166961,0.166420236,0.158161297,0.167405024,0.146333918,0.161905304,0.160333723,0.16319184,0.151196599,0.164329112
555.065979,0.0974176,0.097635485,0.099483401,0.098270759,0.098240122,0.091389976,0.096746765,0.096297748,0.089615501,0.089668222,0.090232641,0.096313909,0.088692501,0.095942982,0.090962365,0.092115693,0.088519238,0.089191027,0.093752101,0.091998994,0.088099547,0.092371918,0.089434072,0.087528735,0.091423333,0.093959123,0.092782684,0.087932222,0.089391395,0.087004475,0.092487529,0.08745721,0.089489326,0.092516258,0.093401812,0.088788398,0.092806369,0.092213571,0.091946051,0.093950473,0.090736285,0.091795087,0.090767808,0.094189227,0.093844756,0.095382608,0.098639131,0.100181304,0.100803442,0.102627404,0.122607946,0.123059072,0.105297416,0.123903222,0.107704446,0.107850224,0.122979865,0.107868709,0.121254541,0.112436712,0.134893417,0.125172734,0.129717708,0.135931149,0.129268885,0.140672103,0.13467519,0.144545034,0.130223468,0.144310609,0.148470968,0.131312564,0.145607278,0.151841998,0.134015143,0.153313488,0.134576723,0.143668413,0.154305518,0.136642978,0.157001808,0.148112759,0.157349974,0.138540015,0.151919991,0.150001004,0.153457344,0.143729717,0.154470041
554.0202026,0.098078743,0.098063916,0.100558288,0.098815963,0.099019229,0.092029549,0.096997119,0.096755236,0.090420805,0.089967906,0.090954706,0.096907675,0.089080103,0.096627876,0.091759369,0.092677824,0.088648528,0.089675546,0.09460938,0.091865316,0.091668151,0.092850097,0.090145826,0.087993339,0.092156015,0.094617717,0.093389489,0.088332154,0.089924023,0.087238364,0.092548035,0.088024117,0.08973977,0.092772014,0.093389004,0.088844232,0.092875935,0.09332636,0.092274964,0.093483798,0.090976186,0.091804229,0.091001078,0.093691297,0.092972115,0.094132476,0.097822472,0.098558381,0.099441774,0.10045512,0.11563471,0.116924502,0.1027022,0.116842032,0.104701497,0.104826234,0.116208687,0.105110444,0.115386881,0.10838832,0.125997588,0.119073793,0.121644452,0.12773779,0.121727355,0.131629452,0.126209945,0.134703189,0.121432677,0.133724421,0.137958035,0.122235149,0.134812623,0.141149059,0.12582995,0.14173992,0.125224054,0.132716537,0.143249095,0.127505109,0.145618677,0.138066769,0.146117076,0.129456297,0.140244365,0.139305323,0.142165452,0.134207338,0.143077791
552.9741211,0.0986083,0.098795846,0.101278156,0.099035032,0.099719256,0.092464499,0.097485803,0.097275667,0.090488426,0.090457089,0.091858633,0.0974373,0.089966506,0.097355671,0.092261679,0.092955284,0.088777378,0.090246215,0.095101729,0.091930538,0.092440732,0.093794279,0.090489797,0.088465922,0.092935085,0.095118321,0.093930483,0.089284614,0.090136521,0.08751221,0.093090966,0.088859417,0.089985803,0.092963681,0.093662716,0.089472786,0.093248963,0.094077215,0.092508733,0.093076117,0.091286317,0.091661721,0.091021001,0.093610078,0.092989847,0.093802825,0.09682171,0.097402446,0.097715743,0.098694883,0.109799549,0.111651965,0.101266354,0.110906251,0.102545485,0.102419987,0.110752024,0.102580756,0.109961569,0.105733283,0.118329346,0.114182979,0.114963248,0.120852642,0.11538583,0.124371618,0.118944682,0.12612012,0.115095697,0.124808982,0.129260585,0.114515804,0.125319049,0.131813958,0.117837742,0.132069245,0.117254108,0.123457998,0.133763298,0.119286157,0.135729462,0.127675235,0.135397196,0.12184228,0.129932791,0.128502771,0.132069275,0.126958042,0.133612573
